X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,y
2.003565081095513845e-01,1.891859970204844421e-01,1.757367233040035559e-01,1.558609330689635364e-01,1.408482802806372003e-01,1.436497153195091803e-01,1.590161108277159119e-01,1.782173253787021350e-01,1.913113872673368743e-01,2.024688718186176128e-01,9.617061826218201159e-03,1.108629470962794322e-02,1.269289847790132895e-02,1.219949108209917449e-02,8.331605205812651904e-02,9.510728743036578337e-02,1.099321787219061236e-01,1.312593745162092262e-01,1.595509017535949869e-01,8.325824480370669356e-02,9.457194780453978544e-02,1.087749653586213561e-01,1.295708152178011163e-01,1.575525869744249519e-01,1.357735537074095666e-01,1.019454153330028034e-01,9.352202580594734527e-02,1.034011030767902212e-01,1.373510021282992044e-01,4.038671134369657407e-04,4.288267945641381618e-04,2.797196642455016436e-04,1.000000000000000000e+00
2.537568574037120661e-01,2.457707740258075202e-01,2.360320686430309456e-01,2.190888611739901515e-01,2.052882366305182338e-01,2.085329061631773229e-01,2.247721225228095643e-01,2.444838533738262210e-01,2.562674086460826617e-01,2.648493301625434726e-01,1.042736315542545922e-02,1.274335985237098900e-02,1.859098523429976793e-02,1.542020528289064253e-02,9.943724118290413194e-02,1.134276013278645578e-01,1.317007765914603168e-01,1.582618451051278075e-01,1.938594339779879383e-01,1.012750096269976752e-01,1.158846752640514816e-01,1.346267523241856390e-01,1.615316329295111430e-01,1.968609295812068782e-01,1.643305360013355421e-01,1.249717930481516887e-01,1.143055485538989752e-01,1.238222191539302131e-01,1.664081009258480959e-01,6.780025068628783066e-04,5.595790660668774905e-04,5.384752234205278029e-04,1.000000000000000000e+00
2.458548498310033081e-01,2.337810246962986338e-01,2.203422788450683234e-01,1.989167601868577773e-01,1.827169829295191561e-01,1.834463147534784455e-01,2.007062915968690631e-01,2.213526221664532667e-01,2.348248381190737588e-01,2.465359897301839243e-01,1.937937275263361750e-02,2.190063657285425125e-02,2.500735763190028993e-02,2.263930654800454592e-02,1.007641179956550725e-01,1.146303633543051537e-01,1.326057465967359905e-01,1.593768645457066813e-01,1.960155871663288030e-01,1.002844520724428118e-01,1.139090430952453825e-01,1.318023431945114510e-01,1.582509793199098347e-01,1.944165758724469006e-01,1.638483530674562927e-01,1.182669475998720937e-01,1.041333962312540745e-01,1.174369100851603981e-01,1.633589988066900534e-01,7.464468401742345481e-04,7.748553562912045140e-04,6.428313264184199209e-04,1.000000000000000000e+00
2.458868333508311688e-01,2.361992491777132330e-01,2.221244501950138395e-01,1.992682702026016550e-01,1.803452343463868568e-01,1.779152318582045700e-01,1.972684518337212700e-01,2.206481521829344872e-01,2.356758596249604043e-01,2.458333152008556066e-01,2.059486433268237215e-02,2.094505263462655836e-02,1.951787891023353677e-02,1.916064275284560733e-02,9.602433907642297928e-02,1.084416919082350494e-01,1.245636499930334873e-01,1.491833806772032422e-01,1.859850390404249876e-01,9.900723066847476328e-02,1.121301712165397452e-01,1.290511023308049676e-01,1.542680097002368800e-01,1.916628416995558304e-01,1.617770230924408803e-01,1.117786612711322569e-01,9.919447750503453121e-02,1.133611867978272097e-01,1.616630038397154634e-01,3.184988041674832130e-03,3.684078174665479481e-03,3.341588595285635392e-03,1.000000000000000000e+00
2.004951056672148735e-01,1.906127241768957037e-01,1.792065909470554608e-01,1.623876997598857341e-01,1.499687424490893095e-01,1.482009054845190577e-01,1.629544633651447971e-01,1.803868824293243800e-01,1.911722179040564462e-01,1.994211885200899981e-01,1.157720033143451975e-02,1.267776903600532391e-02,1.393632015989402888e-02,1.252127643738333573e-02,8.511905074281776729e-02,9.720311143844299895e-02,1.129548690923490722e-01,1.343928454105673687e-01,1.622739976096677361e-01,8.519733040763154130e-02,9.741931293791841751e-02,1.135055702932042249e-01,1.351584286738270191e-01,1.633659614488340850e-01,1.435284023695485023e-01,1.014218510209202728e-01,8.764055709025039831e-02,9.929151572096697742e-02,1.431160269223351600e-01,9.352316223066346051e-03,1.152355943807798107e-02,9.972647986112460200e-03,1.000000000000000000e+00
2.322080623737685090e-01,2.227044208508759393e-01,2.095601213474285185e-01,1.884977703655166814e-01,1.713574279071237993e-01,1.747083180528247737e-01,1.936008455749499424e-01,2.150750141463747822e-01,2.287106201416591600e-01,2.384086364897817223e-01,1.859410079566176446e-02,1.915622448817352191e-02,2.239860296681664767e-02,2.120335043325947966e-02,9.166173554993642392e-02,1.045325164362320008e-01,1.209431829952805071e-01,1.454348208872475179e-01,1.782513870472951789e-01,9.364644291546679600e-02,1.064467674672540248e-01,1.228734902405110990e-01,1.468981512540575296e-01,1.788903947751586954e-01,1.445641036196609330e-01,1.085976832416637589e-01,9.831612633064341911e-02,1.086770864605673403e-01,1.450961746169977251e-01,2.769878486377184978e-03,2.940868523918430035e-03,2.647514958652738472e-03,1.000000000000000000e+00
2.371341074735260623e-01,2.269589012659148086e-01,2.120870617283416582e-01,1.890914147573044546e-01,1.695114159545439703e-01,1.659653578507157001e-01,1.835378379660679016e-01,2.053254746458942348e-01,2.198149594784737371e-01,2.317174423109326920e-01,9.730636061169216366e-03,1.064243667375564320e-02,5.145361907198052129e-03,5.255590883970759526e-03,9.270758688885701038e-02,1.068762251754121068e-01,1.245169323963681157e-01,1.500771505067355349e-01,1.831667498026290364e-01,9.203105188558470540e-02,1.060136114211368691e-01,1.232541116524981661e-01,1.487384124053662826e-01,1.823990344944212971e-01,1.500598121368101057e-01,1.147639865349289190e-01,1.059617461274818401e-01,1.156073218047940637e-01,1.516441885607280327e-01,1.294000198399306543e-03,1.640803350359853465e-03,9.714501346606996962e-04,1.000000000000000000e+00
2.660573638098928106e-01,2.568185750123254119e-01,2.438899011680800977e-01,2.212973124257749391e-01,2.033154642045089111e-01,2.000769271039799235e-01,2.207859976266310087e-01,2.444922593822431989e-01,2.577996834380587576e-01,2.651309611095307162e-01,2.032722026859652698e-02,2.286961622691451729e-02,2.648562467447484678e-02,2.562597607892156196e-02,1.108021136642199367e-01,1.281333908657909526e-01,1.506096030119212226e-01,1.844307806766455615e-01,2.284261223566173560e-01,1.092306786341834396e-01,1.255668767460069724e-01,1.472614483457956591e-01,1.804295558229153662e-01,2.236496229991029872e-01,1.956608342505878340e-01,1.443438466472379000e-01,1.292895028097631738e-01,1.446069213684143817e-01,1.938259216230099891e-01,1.017207916976640677e-03,7.494383288583120585e-04,9.677269449169274970e-04,1.000000000000000000e+00
2.654973568961278008e-01,2.550348987234989928e-01,2.410765832781270324e-01,2.173448324413932986e-01,1.986178413237218721e-01,1.992587013959226661e-01,2.175709088185169837e-01,2.405463632519955486e-01,2.548484242193211902e-01,2.655426561625238713e-01,3.296746236066291913e-02,3.607542564515653361e-02,3.407103656278499815e-02,3.259083300812855299e-02,1.009610586789057712e-01,1.163974444259970181e-01,1.371896553987124179e-01,1.672680883858304879e-01,2.055422666064173898e-01,1.001243047049141244e-01,1.151838289548650224e-01,1.355020892143501965e-01,1.650991510360285131e-01,2.027961935139279137e-01,1.697500061220256484e-01,1.260167510858253848e-01,1.155590983438046504e-01,1.285785327722661908e-01,1.669435152984157233e-01,2.869866261234717015e-03,3.102200147078690209e-03,2.716969534173422143e-03,1.000000000000000000e+00
2.554341964143975185e-01,2.393749940402546406e-01,2.198017725231213026e-01,1.939543549800433753e-01,1.741373784096843236e-01,1.707495504719838963e-01,1.924398412000764835e-01,2.193944888618404032e-01,2.391010915608694776e-01,2.557852837472721630e-01,1.986646520368917299e-02,2.045513254724095134e-02,1.858342866071051314e-02,1.716134741335484382e-02,1.075962546098059164e-01,1.236515274743950898e-01,1.430835237271831650e-01,1.719015489795165386e-01,2.102483389249624468e-01,1.067683077836082128e-01,1.213781681313442773e-01,1.393626294204990956e-01,1.665335263193113424e-01,2.036432002359551408e-01,1.748959479538909900e-01,1.348801210315566379e-01,1.241505851066909971e-01,1.343175991060742425e-01,1.752912786099710130e-01,9.088436267740134401e-04,9.592305033774660558e-04,5.687629485617469449e-04,1.000000000000000000e+00
1.872427672582350489e-01,1.763599798222661441e-01,1.647532262853909635e-01,1.483278126958007814e-01,1.365576735153027355e-01,1.353565500483263073e-01,1.495920857717981944e-01,1.678880734769030159e-01,1.805252794478901524e-01,1.907087311468217972e-01,8.976006385439902133e-03,9.901812095689603230e-03,1.177376384775906913e-02,1.201911385050630048e-02,7.775777259984391343e-02,8.879669780812808610e-02,1.026780688037137873e-01,1.238711492323302382e-01,1.513132028617214520e-01,7.757609926797018329e-02,8.853204449531849873e-02,1.024108115839781064e-01,1.235042426743551275e-01,1.508015358633869873e-01,1.270525996136538938e-01,9.192912663518423844e-02,7.925520605534684682e-02,9.226302921987671046e-02,1.254754919338771091e-01,1.609880268116599834e-03,1.776416710941149547e-03,1.279116424199848489e-03,1.000000000000000000e+00
2.758705330219293761e-01,2.695697155429984671e-01,2.583601850049096482e-01,2.359014591068194777e-01,2.167216485095997403e-01,2.197738589048164326e-01,2.401374491557550506e-01,2.632066223278098915e-01,2.747188856901273124e-01,2.783639087393925959e-01,2.653479453118460021e-02,2.879822906049778891e-02,3.436040504822520519e-02,3.321807882363639330e-02,1.102932399189675700e-01,1.263204409621138669e-01,1.472324568104375064e-01,1.781339338475882716e-01,2.190059284083057389e-01,1.078052421642409775e-01,1.235247326448753041e-01,1.441668048828134430e-01,1.752727019242384943e-01,2.164498826936813169e-01,2.033963237701948146e-01,1.342719486588010713e-01,1.091984021021723261e-01,1.307354881631754284e-01,1.970464338994483700e-01,6.963660967290143588e-04,5.277308174714107850e-04,3.516935131496774086e-04,1.000000000000000000e+00
2.697438190129624602e-01,2.638427215930267966e-01,2.535606688794960761e-01,2.337390361593963684e-01,2.164940555855568161e-01,2.190263488580007634e-01,2.391625985259584752e-01,2.608750514673431331e-01,2.721839155561769918e-01,2.773407779768096160e-01,3.106605886417319884e-02,3.353926346702534866e-02,3.625262145801895486e-02,3.415144725524601327e-02,1.041197551904685797e-01,1.199698141834951992e-01,1.402917717034618539e-01,1.687810095988909465e-01,2.069638543443230727e-01,1.037262164097128847e-01,1.193073972368961372e-01,1.392308201126791767e-01,1.674083806579028666e-01,2.053553489444997771e-01,1.853812979725328325e-01,1.251132648319867868e-01,1.047177041127578673e-01,1.254958843324859297e-01,1.860006932073952346e-01,1.030851180123805357e-03,1.210976762389165363e-03,1.207341876069772729e-03,1.000000000000000000e+00
2.273574693289764082e-01,2.152358359199626203e-01,2.013003539364194849e-01,1.815533610470917714e-01,1.670641975156079151e-01,1.649444107441831453e-01,1.791251814676530218e-01,1.975570872428711322e-01,2.093548964825740211e-01,2.200224344127737486e-01,2.532404323253152623e-02,2.799198928432882622e-02,2.448838680733332954e-02,2.172108294440115023e-02,9.230455959036805436e-02,1.063233460981623940e-01,1.242689534878838320e-01,1.492347182646457382e-01,1.814186383423629090e-01,9.193751269542269067e-02,1.055819621903526656e-01,1.233842425976138801e-01,1.484799754160195939e-01,1.812074180210416496e-01,1.487200549135071770e-01,1.106356666911069986e-01,9.970816253300737730e-02,1.120493202803044541e-01,1.531917686655758504e-01,6.225627965683426523e-04,3.704156690390260809e-04,4.501704238980932843e-04,1.000000000000000000e+00
2.133296525156145595e-01,2.031364607545139978e-01,1.887260967392768995e-01,1.667175377807301184e-01,1.481699071046838345e-01,1.522956511138051916e-01,1.682320050849041293e-01,1.873252835042660824e-01,2.000575248663527261e-01,2.099192717199533653e-01,1.879707157715980806e-02,1.975242458210990995e-02,2.230752149073028309e-02,2.242507409217285239e-02,8.784186805739775672e-02,1.004370528507612381e-01,1.158735173854068684e-01,1.379957012630566027e-01,1.668029212080248402e-01,8.671284408598008142e-02,9.850421073052528786e-02,1.134845361598863789e-01,1.352855370772869936e-01,1.642405945932801092e-01,1.367253436916820997e-01,1.013742331156903959e-01,8.944811921505765873e-02,9.787838813885407774e-02,1.345323359212270420e-01,1.050149260364901518e-03,1.101584223074012457e-03,9.840290231896405091e-04,1.000000000000000000e+00
2.290602351654208724e-01,2.181970265304519485e-01,2.040218030579437347e-01,1.833935919565059247e-01,1.674928530060554588e-01,1.678085454905786644e-01,1.851578588370978162e-01,2.065144337303439492e-01,2.204784566888688957e-01,2.316043670553572797e-01,2.085008148287683868e-02,2.394027013551146971e-02,2.056602408873449764e-02,1.747110371895977191e-02,9.873493385910017683e-02,1.141108480778354056e-01,1.339883718516630684e-01,1.601437004892486415e-01,1.930529869009188215e-01,9.797214188879457830e-02,1.121983420720103486e-01,1.309085715864232169e-01,1.558920136482724317e-01,1.879893985686130198e-01,1.650692912877693708e-01,1.213162681910305574e-01,1.061573721250703567e-01,1.179059109059693161e-01,1.608473234170011701e-01,1.283402977345880769e-02,1.668878139172473574e-02,1.328288859012563203e-02,1.000000000000000000e+00
2.192674458324203324e-01,2.076176406278421038e-01,1.934131240806891416e-01,1.730344211918895536e-01,1.570140630044540297e-01,1.607432038258673201e-01,1.771894945029890145e-01,1.978492570540672513e-01,2.118811444962160895e-01,2.225575525657752796e-01,1.237518749192030414e-02,1.356068191231174676e-02,1.465218280751350889e-02,1.298052128085493487e-02,9.258733990678033599e-02,1.060218052913464437e-01,1.238148326786151221e-01,1.468915066802043978e-01,1.760481414164449809e-01,9.223109980471529135e-02,1.054035868049326558e-01,1.230906306348930612e-01,1.459741397120707385e-01,1.748530273485095765e-01,1.566055888442854094e-01,1.033081201745140870e-01,9.059639289637745618e-02,1.083607412025833633e-01,1.524302264074853253e-01,1.562711822912906182e-02,1.783688966106592236e-02,1.476330868456007112e-02,1.000000000000000000e+00
2.506337203098553124e-01,2.386429648657300562e-01,2.236377121184147110e-01,2.007318169463147284e-01,1.829749014765361670e-01,1.885989966724410938e-01,2.064842572182000735e-01,2.284021143639536067e-01,2.423408608200289249e-01,2.524676684602756294e-01,2.761092597445477179e-02,2.903126265126632771e-02,3.334295859844670779e-02,3.251003555061004330e-02,1.035404030106219647e-01,1.190587109358996754e-01,1.388887544384337092e-01,1.683053033863969872e-01,2.065164337872539002e-01,1.033152607312745191e-01,1.193733939693484430e-01,1.397020074554680968e-01,1.696418519929812074e-01,2.083060221522959610e-01,1.845941458823663894e-01,1.345805996720886855e-01,1.203871162773449827e-01,1.354392365801331266e-01,1.853370022954650143e-01,1.773992602398078529e-03,1.944561592256946860e-03,1.712890059458397523e-03,1.000000000000000000e+00
2.318069559005379032e-01,2.195655540971905573e-01,2.045810584101344087e-01,1.818970528513146889e-01,1.636892729423841120e-01,1.716367826480105496e-01,1.876077556602947782e-01,2.070919306746492605e-01,2.189100679410313222e-01,2.279863617831935363e-01,1.963172682115026102e-02,2.140121926557626494e-02,1.831006918135649059e-02,1.593422159354520445e-02,9.277141765573106158e-02,1.059179509792989166e-01,1.231029604181898551e-01,1.459443210071172115e-01,1.746914868028177081e-01,9.238675078819869046e-02,1.048524740947310019e-01,1.214362739204302433e-01,1.437243570717724739e-01,1.724116612174945162e-01,1.405727996640178667e-01,1.018247849080467365e-01,9.211729949580139964e-02,1.035407364589723961e-01,1.458271686563567537e-01,3.452125518675375551e-03,4.001145034439508759e-03,3.206924634098291555e-03,1.000000000000000000e+00
2.472286773303945251e-01,2.335596094019438407e-01,2.151649946964728777e-01,1.875083230096219467e-01,1.652432502229684297e-01,1.740717752290024400e-01,1.930626729501520589e-01,2.172580055195281468e-01,2.339648354778852968e-01,2.462750790470021323e-01,2.041585859985674961e-02,2.270836616608537181e-02,2.522926919686270530e-02,2.315523819547476297e-02,1.034500014173444921e-01,1.180111745036639542e-01,1.365385018163743636e-01,1.626805527511327731e-01,1.961986012530678170e-01,1.043992442415640209e-01,1.198656178992023036e-01,1.398492832092886051e-01,1.673172446243845757e-01,2.016709584977668945e-01,1.673452284028366932e-01,1.210729514466471896e-01,1.083890082203489147e-01,1.243170779444343205e-01,1.712613689193591970e-01,2.209707618243191712e-04,1.309622241259538638e-04,2.589385139500920184e-04,1.000000000000000000e+00
2.275426364193174900e-01,2.169351742900676727e-01,2.033171831731429569e-01,1.830195681542835795e-01,1.679239306607180349e-01,1.718138755648637161e-01,1.910004948679817349e-01,2.130668365463365965e-01,2.266133307389271989e-01,2.339247123837516762e-01,9.081790900679483428e-03,8.712041345154008035e-03,1.332271695881298741e-02,1.260725025594693419e-02,9.353705554056700178e-02,1.063798030683438117e-01,1.233414458255517182e-01,1.481653785444295435e-01,1.829058274797592532e-01,9.562265708896855454e-02,1.088374608088536616e-01,1.264404951539258026e-01,1.517925896164559474e-01,1.861910080758756580e-01,1.547692622931355899e-01,1.133465278933181164e-01,1.014815731686899286e-01,1.128236949631511860e-01,1.576361998117920549e-01,1.915524784827301718e-03,1.963570036949790435e-03,1.585859192977924015e-03,1.000000000000000000e+00
1.952109118345818628e-01,1.853239826357173103e-01,1.718684945623058236e-01,1.520262447406366402e-01,1.358852995174726630e-01,1.355426127644827616e-01,1.530266833454974607e-01,1.734899904502466006e-01,1.871285420547087741e-01,1.973207456108141411e-01,1.220294837525759228e-02,1.241403280850275105e-02,1.433916871566242972e-02,1.441372209234724998e-02,8.269292284446135011e-02,9.426608271993705546e-02,1.084249056117748133e-01,1.295584907961384591e-01,1.601725621112467524e-01,8.267703048809944832e-02,9.390205172835566771e-02,1.075470649494389697e-01,1.278956843568446466e-01,1.579190553440002476e-01,1.344867220921987794e-01,9.420809469915697454e-02,8.163274189302993644e-02,9.240842241709396054e-02,1.318121020465689852e-01,8.075417814179107479e-03,1.096704788092732995e-02,8.205010224945578218e-03,1.000000000000000000e+00
2.613238940068079996e-01,2.491652387520970902e-01,2.342905858857894374e-01,2.119176193062885516e-01,1.952415789236191801e-01,2.010147365729465785e-01,2.202550692369271979e-01,2.422926710477291135e-01,2.560253026204316051e-01,2.661359610336040959e-01,2.635252204954332753e-02,2.696287576482787191e-02,2.411414438941454630e-02,2.299972638428360305e-02,1.060770655281188801e-01,1.205631729357184018e-01,1.388412103834213429e-01,1.654821700519658323e-01,2.012041265934192691e-01,1.060547981739263235e-01,1.197234769548078948e-01,1.373089477164615435e-01,1.630944945708707461e-01,1.977622585758378737e-01,1.735829165570432764e-01,1.252314133824190268e-01,1.113919361302158212e-01,1.267463488125330773e-01,1.766065345574665546e-01,6.717660315017268645e-04,7.499585131850275725e-04,7.193561205411469310e-04,1.000000000000000000e+00
2.433121639774671330e-01,2.358502006583683142e-01,2.231089486694648183e-01,2.007955521357496220e-01,1.813279273992806362e-01,1.844302999568609436e-01,2.037720888569003741e-01,2.256335633379665528e-01,2.383951573838763160e-01,2.453421417456438658e-01,3.010818644463831781e-02,3.179168335059331940e-02,3.197690914432960163e-02,3.008244197333137179e-02,9.804766547645248076e-02,1.130803621402374642e-01,1.322969852252407763e-01,1.583961026806370853e-01,1.944346000237403282e-01,9.783252105447144686e-02,1.126461545218151311e-01,1.315471488591752613e-01,1.575629155774380952e-01,1.936877064682934468e-01,1.703928478145776970e-01,1.295752468853461625e-01,1.191355528047874646e-01,1.297360264784692963e-01,1.712335132699746021e-01,1.277163011633051723e-02,1.626712161384834959e-02,1.328639990770053014e-02,1.000000000000000000e+00
